Dir,ImageID
data/FFF_hun/,2019-02-26_08-01-54_UTC.jpg
data/FFF_hun/,2019-03-02_10-27-43_UTC.jpg
data/FFF_hun/,big_face.jpg
data/FFF_hun/,group_marching.jpg
data/FFF_hun/,tilted_face.jpg
data/FFF_hun/,tilted_up_face.jpg
